GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
EZR	0.002	0.002	0.000	0.000	CC	-	0.759068714497679	0.007	0.004	0.002	0.000
CD5	0.002	0.002	0.000	0.000	-	-	0.754080036318237	0.013	0.013	0.000	0.000
CDH17	0.004	0.002	0.000	0.002	-	-	0.727081901468289	0.049	0.042	0.000	0.009
FRS3	0.007	0.002	0.000	0.004	-	-	0.714608968374009	0.018	0.011	0.000	0.007
NFE2L2	0.002	0.002	0.000	0.000	CC	PC	0.70875647221102	0.029	0.024	0.000	0.004
PHB	0.002	0.002	0.000	0.000	-	-	0.69775732923362	0.002	0.002	0.000	0.000
MMP13	0.002	0.002	0.000	0.000	-	-	0.69775732923362	0.029	0.027	0.000	0.002
HGF	0.004	0.004	0.000	0.000	-	PC	0.683333340901761	0.075	0.075	0.000	0.000
COL11A2	0.007	0.007	0.000	0.000	-	-	0.680211232297688	0.033	0.033	0.000	0.000
CDC42	0.002	0.002	0.000	0.000	-	-	0.676181058471332	0.002	0.002	0.000	0.000
KCNH1	0.018	0.018	0.000	0.000	-	-	0.673019837581542	0.062	0.060	0.000	0.002
SP2	0.002	0.002	0.000	0.000	-	-	0.672287181324392	0.007	0.007	0.000	0.000
PI4KB	0.009	0.007	0.000	0.002	-	-	0.666835332462122	0.031	0.018	0.000	0.013
MMP16	0.009	0.009	0.000	0.000	-	-	0.664836020395753	0.097	0.084	0.000	0.013
PIP5K1A	0.004	0.002	0.000	0.002	-	PC	0.64897547749815	0.029	0.013	0.000	0.015
CTSS	0.002	0.000	0.000	0.002	-	-	0.641877046571412	0.018	0.002	0.000	0.015
CDH15	0.007	0.007	0.000	0.000	-	-	0.641158619303215	0.022	0.020	0.002	0.000
NTN4	0.004	0.004	0.000	0.000	-	-	0.63572966466141	0.013	0.013	0.000	0.000
MAP1A	0.002	0.002	0.000	0.000	-	-	0.625229552876918	0.038	0.038	0.000	0.000
EPHA2	0.002	0.002	0.000	0.000	-	-	0.620651766622914	0.013	0.013	0.000	0.000
CFTR	0.002	0.002	0.000	0.000	-	-	0.61385657145458	0.027	0.022	0.000	0.004
AURKA	0.004	0.002	0.000	0.002	-	-	0.608687631333093	0.009	0.002	0.000	0.007
PPARGC1A	0.004	0.002	0.000	0.002	-	-	0.605113329632801	0.040	0.038	0.000	0.002
MDC1	0.002	0.002	0.000	0.000	-	PC	0.598886057360055	0.038	0.035	0.000	0.002
FGF23	0.007	0.007	0.000	0.000	-	-	0.597548258674861	0.024	0.020	0.000	0.004
CPSF6	0.002	0.000	0.000	0.002	-	-	0.596864040905949	0.038	0.009	0.000	0.029
TP53BP1	0.004	0.004	0.000	0.000	-	PC	0.593370030057836	0.024	0.024	0.000	0.000
SOCS2	0.002	0.002	0.000	0.000	-	-	0.59105230866879	0.007	0.007	0.000	0.000
SLC25A6	0.002	0.000	0.000	0.002	-	-	0.589528815945754	0.018	0.009	0.000	0.009
HOXB2	0.002	0.002	0.000	0.000	-	-	0.587324230152734	0.007	0.007	0.000	0.000
PRKCZ	0.002	0.002	0.000	0.000	-	-	0.579514109416257	0.009	0.007	0.000	0.002
COL15A1	0.004	0.004	0.000	0.000	-	-	0.575417978099758	0.051	0.051	0.000	0.000
THBS1	0.002	0.002	0.000	0.000	-	-	0.569355074974332	0.011	0.011	0.000	0.000
CASP3	0.007	0.007	0.000	0.000	-	-	0.567559663310448	0.007	0.007	0.000	0.000
ELF1	0.007	0.007	0.000	0.000	-	-	0.556600172058189	0.020	0.020	0.000	0.000
COL7A1	0.004	0.004	0.000	0.000	-	-	0.542498569906185	0.053	0.053	0.000	0.000
VEGFB	0.002	0.002	0.000	0.000	-	-	0.537509771635697	0.004	0.004	0.000	0.000
IRS2	0.002	0.002	0.000	0.000	-	PC	0.523765770907192	0.013	0.011	0.000	0.002
KCNA5	0.015	0.013	0.000	0.002	-	-	0.52238444505119	0.040	0.035	0.000	0.004
PGR	0.004	0.002	0.000	0.002	-	-	0.520732481309218	0.031	0.029	0.000	0.002
ECT2	0.004	0.004	0.000	0.000	-	-	0.517190617786467	0.015	0.011	0.000	0.004
GUCY2D	0.007	0.007	0.000	0.000	-	-	0.512715376713162	0.009	0.009	0.000	0.000
ACTG1	0.002	0.002	0.000	0.000	-	-	0.509110827394007	0.013	0.013	0.000	0.000
C7	0.027	0.027	0.000	0.000	-	-	0.495967809721456	0.093	0.069	0.000	0.029
ITGBL1	0.002	0.002	0.000	0.000	-	-	0.489800100148741	0.029	0.029	0.000	0.000
IL10RA	0.002	0.002	0.000	0.000	-	-	0.489800100148741	0.011	0.011	0.000	0.000
CACNA1G	0.004	0.004	0.000	0.000	-	-	0.484080267248409	0.042	0.042	0.000	0.000
HLA-DRA	0.004	0.004	0.000	0.000	-	-	0.480795442014978	0.004	0.004	0.000	0.000
IKBKG	0.007	0.004	0.000	0.002	-	-	0.478057566122249	0.007	0.004	0.000	0.002
SMURF1	0.002	0.002	0.000	0.000	-	-	0.471719713700155	0.022	0.015	0.000	0.007
CDC25B	0.002	0.002	0.000	0.000	-	-	0.471719713700155	0.004	0.004	0.000	0.000
F12	0.002	0.000	0.000	0.002	-	-	0.469822647482294	0.009	0.007	0.000	0.002
TAF1	0.004	0.004	0.000	0.000	-	PC	0.466593800173978	0.027	0.024	0.000	0.002
MMP14	0.004	0.004	0.000	0.000	-	-	0.463237623453231	0.011	0.007	0.000	0.004
RUVBL1	0.002	0.002	0.000	0.000	-	-	0.460716733908642	0.007	0.007	0.000	0.000
GAB3	0.002	0.000	0.000	0.002	-	-	0.460716733908642	0.015	0.013	0.000	0.002
IRS4	0.004	0.004	0.000	0.000	-	-	0.458660720081206	0.066	0.064	0.000	0.002
L1CAM	0.009	0.009	0.000	0.000	-	-	0.456240358949698	0.069	0.060	0.000	0.009
SYNJ1	0.009	0.009	0.000	0.000	-	-	0.447860427650891	0.015	0.015	0.000	0.000
CABIN1	0.004	0.004	0.000	0.000	-	-	0.44758965511078	0.020	0.015	0.000	0.004
CACNG4	0.002	0.002	0.000	0.000	-	-	0.4436671860026	0.013	0.011	0.000	0.002
ABCB4	0.002	0.002	0.000	0.000	-	-	0.4436671860026	0.038	0.038	0.000	0.000
TGFB2	0.004	0.004	0.000	0.000	-	-	0.422193521188508	0.020	0.018	0.000	0.002
SELL	0.002	0.002	0.000	0.000	-	-	0.418011632599737	0.013	0.011	0.000	0.002
KL	0.002	0.002	0.000	0.000	-	-	0.415851980943013	0.027	0.027	0.000	0.000
CXCR4	0.002	0.002	0.000	0.000	-	-	0.415851980943013	0.013	0.013	0.000	0.000
EP300	0.002	0.002	0.000	0.000	CC	PC	0.410737520737531	0.018	0.018	0.000	0.000
COL6A2	0.002	0.002	0.000	0.000	-	-	0.403944688578029	0.035	0.035	0.000	0.000
COL8A2	0.004	0.004	0.000	0.000	-	-	0.403826584120723	0.015	0.013	0.000	0.002
VWA2	0.002	0.002	0.000	0.000	-	-	0.400946262647097	0.009	0.007	0.000	0.002
HOXB3	0.002	0.002	0.000	0.000	-	-	0.400946262647097	0.035	0.035	0.000	0.000
ARVCF	0.002	0.002	0.000	0.000	-	-	0.400896342542091	0.018	0.011	0.000	0.007
LRP4	0.004	0.004	0.000	0.000	-	-	0.400324601428643	0.044	0.044	0.000	0.000
CDH9	0.009	0.007	0.000	0.002	-	-	0.39784297036779	0.119	0.102	0.000	0.022
SUMO1	0.004	0.004	0.000	0.000	-	-	0.395780886526526	0.004	0.004	0.000	0.000
DUSP3	0.004	0.002	0.000	0.002	-	-	0.391984242248716	0.011	0.007	0.000	0.004
PNLIP	0.007	0.007	0.000	0.000	-	-	0.387947355938906	0.020	0.020	0.000	0.000
GRB10	0.009	0.007	0.000	0.002	-	-	0.387907939210523	0.031	0.022	0.000	0.009
PRKD2	0.002	0.002	0.000	0.000	-	-	0.377905895580272	0.011	0.011	0.000	0.000
KCNH8	0.004	0.004	0.000	0.000	-	-	0.377216619244411	0.077	0.077	0.000	0.000
NKX2-1	0.009	0.000	0.000	0.009	CC	-	0.376412828843178	0.080	0.011	0.000	0.071
GRID2	0.055	0.055	0.000	0.000	-	-	0.372682631963145	0.082	0.082	0.000	0.000
ACTN3	0.002	0.002	0.000	0.000	-	-	0.36287291801152	0.004	0.004	0.000	0.000
COL4A1	0.007	0.007	0.000	0.000	-	-	0.362777120723376	0.058	0.058	0.000	0.000
PRKCI	0.004	0.004	0.000	0.000	-	-	0.339403714184	0.027	0.020	0.000	0.007
PTPN7	0.002	0.000	0.000	0.002	-	-	0.339084465763889	0.007	0.002	0.000	0.004
ACTA1	0.002	0.000	0.000	0.002	-	-	0.339084465763889	0.027	0.022	0.000	0.004
SERBP1	0.002	0.002	0.000	0.000	-	-	0.334903667958325	0.011	0.011	0.000	0.000
ITGB3	0.002	0.002	0.000	0.000	-	-	0.32496017958092	0.020	0.020	0.000	0.000
COL17A1	0.004	0.004	0.000	0.000	-	-	0.297955739399438	0.022	0.022	0.000	0.000
FGR	0.004	0.004	0.000	0.000	-	-	0.285456332734365	0.007	0.007	0.000	0.000
PIK3CD	0.004	0.004	0.000	0.000	-	-	0.279709417960194	0.004	0.004	0.000	0.000
PCDH11Y	0.015	0.002	0.013	0.000	-	-	0.27938995819739	0.150	0.031	0.122	0.000
LRRC4C	0.062	0.062	0.000	0.000	-	-	0.275402520771387	0.084	0.084	0.000	0.000
TBL1X	0.007	0.007	0.000	0.000	-	-	0.273320560423165	0.011	0.011	0.000	0.000
MLH1	0.009	0.009	0.000	0.000	CC	-	0.272173554526907	0.033	0.033	0.000	0.000
ADAMTS1	0.035	0.035	0.000	0.000	-	-	0.258029226386246	0.046	0.044	0.000	0.002
MAPK8	0.004	0.004	0.000	0.000	-	-	0.255828711689489	0.009	0.007	0.000	0.002
VAV2	0.002	0.002	0.000	0.000	-	-	0.253488417151566	0.013	0.013	0.000	0.000
PCDHB6	0.011	0.011	0.000	0.000	-	-	0.251146444358368	0.058	0.058	0.000	0.000
GIPC1	0.002	0.002	0.000	0.000	-	-	0.249237272196407	0.011	0.011	0.000	0.000
NCK1	0.002	0.002	0.000	0.000	-	-	0.247480950496325	0.004	0.004	0.000	0.000
RIPK1	0.002	0.002	0.000	0.000	-	-	0.246771711442119	0.018	0.018	0.000	0.000
VWF	0.007	0.004	0.000	0.002	-	-	0.24442197696296	0.060	0.055	0.000	0.004
ZBTB16	0.002	0.002	0.000	0.000	-	-	0.244126280669657	0.020	0.020	0.000	0.000
PRIM1	0.004	0.002	0.000	0.002	-	-	0.237094742582864	0.007	0.004	0.000	0.002
LMO4	0.002	0.002	0.000	0.000	-	-	0.236942847746582	0.009	0.009	0.000	0.000
CTNNA1	0.007	0.007	0.000	0.000	-	-	0.236334515698618	0.013	0.013	0.000	0.000
SCN2A	0.062	0.058	0.000	0.004	-	-	0.232925932710613	0.073	0.069	0.000	0.004
CCT2	0.002	0.000	0.000	0.002	-	-	0.23249697343758	0.035	0.009	0.000	0.027
NTF3	0.002	0.002	0.000	0.000	-	-	0.221104807921771	0.022	0.018	0.000	0.004
HSPA5	0.002	0.002	0.000	0.000	-	-	0.221104807921771	0.004	0.004	0.000	0.000
STAT5B	0.002	0.002	0.000	0.000	-	-	0.218805745155357	0.018	0.015	0.000	0.002
FBL	0.002	0.002	0.000	0.000	-	-	0.218371713179875	0.027	0.020	0.000	0.007
PIK3R2	0.002	0.002	0.000	0.000	-	-	0.217581761470228	0.007	0.007	0.000	0.000
PLXNB2	0.022	0.022	0.000	0.000	-	-	0.217291361021651	0.042	0.042	0.000	0.000
DCHS1	0.007	0.007	0.000	0.000	-	-	0.215954301940688	0.086	0.084	0.002	0.000
DSC3	0.013	0.013	0.000	0.000	-	-	0.207404068676961	0.044	0.038	0.000	0.007
BDNF	0.002	0.002	0.000	0.000	-	-	0.20024082960486	0.004	0.002	0.000	0.002
RRM2B	0.004	0.000	0.000	0.004	-	-	0.197656555830522	0.013	0.002	0.000	0.011
MAP2K1	0.002	0.002	0.000	0.000	-	-	0.195557901727283	0.020	0.020	0.000	0.000
ARF6	0.002	0.000	0.000	0.002	-	-	0.190684207783497	0.009	0.002	0.000	0.007
ATXN1	0.002	0.002	0.000	0.000	-	-	0.188706857228796	0.040	0.040	0.000	0.000
C9	0.020	0.020	0.000	0.000	-	-	0.188429855356446	0.064	0.038	0.000	0.027
ROBO1	0.013	0.013	0.000	0.000	-	-	0.184024750908428	0.042	0.038	0.004	0.000
ITGA2B	0.004	0.002	0.000	0.002	-	-	0.176090327280612	0.029	0.024	0.000	0.004
KEAP1	0.011	0.011	0.000	0.000	-	PC	0.174004471785586	0.175	0.173	0.002	0.000
MSH6	0.004	0.002	0.000	0.002	CC	-	0.171232699309786	0.027	0.024	0.000	0.004
ARHGEF12	0.007	0.007	0.000	0.000	CC	-	0.165949498737713	0.035	0.035	0.000	0.000
CFH	0.009	0.009	0.000	0.000	-	PC	0.162158473380011	0.088	0.086	0.000	0.002
CDH1	0.004	0.004	0.000	0.000	CC	PC	0.161425238952431	0.011	0.009	0.000	0.002
CD2	0.002	0.002	0.000	0.000	-	-	0.161231548105409	0.004	0.002	0.000	0.002
CLU	0.011	0.004	0.007	0.000	-	-	0.157287403802846	0.022	0.009	0.011	0.002
BCL9	0.018	0.009	0.000	0.009	CC	-	0.155714531625953	0.049	0.035	0.000	0.015
RHOB	0.002	0.002	0.000	0.000	-	-	0.155191898233027	0.004	0.004	0.000	0.000
ITGB5	0.002	0.002	0.000	0.000	-	-	0.154692653303693	0.009	0.009	0.000	0.000
ETS1	0.002	0.002	0.000	0.000	-	-	0.154692653303693	0.011	0.011	0.000	0.000
ARHGAP4	0.002	0.002	0.000	0.000	-	-	0.153890263170218	0.033	0.024	0.000	0.009
GRIK2	0.029	0.029	0.000	0.000	-	-	0.153654509683553	0.060	0.060	0.000	0.000
TYMS	0.002	0.002	0.000	0.000	-	-	0.150027163925486	0.009	0.004	0.000	0.004
CBLB	0.002	0.002	0.000	0.000	CC	-	0.14464402036357	0.013	0.013	0.000	0.000
GRM5	0.031	0.029	0.000	0.002	-	-	0.140311061798183	0.075	0.073	0.000	0.004
USF1	0.002	0.002	0.000	0.000	-	-	0.139963283137314	0.013	0.007	0.000	0.007
MAPK12	0.002	0.002	0.000	0.000	-	-	0.13364074369816	0.002	0.002	0.000	0.000
TGFBR3	0.002	0.002	0.000	0.000	-	-	0.131871772001855	0.033	0.029	0.000	0.004
TJP1	0.004	0.004	0.000	0.000	-	-	0.129273198943135	0.022	0.022	0.000	0.000
SRGAP1	0.004	0.000	0.000	0.004	-	-	0.125625220804361	0.051	0.038	0.000	0.013
PCDHB7	0.002	0.002	0.000	0.000	-	-	0.124971957099183	0.073	0.073	0.000	0.000
SLIT3	0.015	0.015	0.000	0.000	-	-	0.123067605044854	0.053	0.053	0.000	0.000
SPTAN1	0.018	0.018	0.000	0.000	-	-	0.122165085347083	0.035	0.035	0.000	0.000
TPX2	0.007	0.007	0.000	0.000	-	-	0.117154225682269	0.024	0.024	0.000	0.000
PCDHB13	0.002	0.002	0.000	0.000	-	-	0.113376856291909	0.038	0.038	0.000	0.000
CHD8	0.002	0.002	0.000	0.000	-	PC	0.112545542268553	0.051	0.049	0.000	0.002
SRGAP3	0.007	0.007	0.000	0.000	CC	-	0.112270440986314	0.051	0.051	0.000	0.000
CNTNAP2	0.002	0.002	0.000	0.000	-	-	0.111850644203503	0.128	0.128	0.000	0.000
PDZD2	0.004	0.002	0.000	0.002	-	-	0.110331653457836	0.084	0.058	0.000	0.027
APOA4	0.004	0.004	0.000	0.000	-	-	0.1097207927105	0.020	0.020	0.000	0.000
RBL2	0.002	0.002	0.000	0.000	-	-	0.109531955744776	0.029	0.029	0.000	0.000
DDX20	0.004	0.004	0.000	0.000	-	-	0.109519533873252	0.009	0.009	0.000	0.000
LPA	0.002	0.002	0.000	0.000	-	-	0.106116000156878	0.073	0.073	0.000	0.000
GRIK4	0.022	0.022	0.000	0.000	-	-	0.105362427307552	0.051	0.051	0.000	0.000
GRIA4	0.018	0.018	0.000	0.000	-	-	0.102689247931182	0.042	0.042	0.000	0.000
ZNF423	0.018	0.018	0.000	0.000	-	-	0.102424339158893	0.080	0.080	0.000	0.000
PIP4K2C	0.013	0.002	0.000	0.011	-	-	0.10096888624064	0.027	0.011	0.000	0.015
PLXNB3	0.011	0.011	0.000	0.000	-	-	0.0977656517089214	0.035	0.027	0.000	0.009
LRP10	0.007	0.004	0.000	0.002	-	-	0.0967945587750474	0.022	0.018	0.000	0.004
APH1A	0.002	0.000	0.000	0.002	-	-	0.0931036347400478	0.022	0.007	0.000	0.015
PCDHB15	0.004	0.004	0.000	0.000	-	-	0.0925987115061797	0.035	0.035	0.000	0.000
ITPR1	0.007	0.007	0.000	0.000	-	-	0.0895811406674679	0.022	0.022	0.000	0.000
MAPK8IP3	0.002	0.002	0.000	0.000	-	-	0.0892933641294447	0.011	0.011	0.000	0.000
JMJD1C	0.007	0.007	0.000	0.000	-	-	0.0884009791360908	0.044	0.042	0.000	0.002
COL9A2	0.002	0.002	0.000	0.000	-	-	0.087959225783573	0.013	0.009	0.000	0.004
MKI67	0.015	0.015	0.000	0.000	-	-	0.0867442608038917	0.080	0.080	0.000	0.000
CELSR2	0.004	0.004	0.000	0.000	-	-	0.08634512578579	0.040	0.040	0.000	0.000
CDKN2B	0.018	0.000	0.018	0.000	-	-	0.0856446246635127	0.082	0.000	0.082	0.000
GAPDHS	0.002	0.002	0.000	0.000	-	-	0.0853364547686606	0.024	0.013	0.000	0.011
CSNK2A1	0.002	0.002	0.000	0.000	-	-	0.0843378294160723	0.018	0.018	0.000	0.000
PLD2	0.002	0.002	0.000	0.000	-	-	0.0829866925405644	0.013	0.013	0.000	0.000
CYCS	0.002	0.002	0.000	0.000	-	-	0.0828736173783535	0.009	0.004	0.000	0.004
PTGIS	0.002	0.000	0.000	0.002	-	-	0.0814379831387872	0.024	0.022	0.000	0.002
FAT2	0.004	0.004	0.000	0.000	-	-	0.0811974950949088	0.084	0.084	0.000	0.000
LPL	0.007	0.002	0.004	0.000	-	-	0.0805266360730515	0.020	0.011	0.009	0.000
PLXNB1	0.013	0.013	0.000	0.000	-	-	0.0797524551008871	0.022	0.022	0.000	0.000
F7	0.002	0.002	0.000	0.000	-	-	0.0793939248948779	0.024	0.020	0.002	0.002
GRIK1	0.015	0.015	0.000	0.000	-	-	0.0762895625347446	0.042	0.042	0.000	0.000
KRT14	0.004	0.004	0.000	0.000	-	-	0.075851193175548	0.020	0.018	0.000	0.002
HIPK2	0.002	0.002	0.000	0.000	-	-	0.075458950707521	0.015	0.013	0.000	0.002
ADAMTS16	0.020	0.018	0.000	0.004	-	-	0.0741589632524212	0.111	0.084	0.000	0.038
C3	0.011	0.011	0.000	0.000	-	-	0.0733540043795014	0.031	0.031	0.000	0.000
LIN7B	0.002	0.002	0.000	0.000	-	-	0.0723290575127732	0.002	0.002	0.000	0.000
TNN	0.004	0.004	0.000	0.000	-	-	0.0711426200334018	0.139	0.137	0.000	0.002
HDAC8	0.002	0.000	0.000	0.002	-	-	0.070725696018069	0.007	0.002	0.000	0.004
C8A	0.009	0.009	0.000	0.000	-	-	0.0703806939743342	0.033	0.031	0.002	0.000
FBN1	0.004	0.004	0.000	0.000	-	-	0.0702110180428736	0.044	0.044	0.000	0.000
CACNG3	0.011	0.011	0.000	0.000	-	-	0.0689937661274993	0.027	0.027	0.000	0.000
GRIN2D	0.007	0.007	0.000	0.000	-	-	0.0680610057136804	0.018	0.018	0.000	0.000
COL13A1	0.002	0.002	0.000	0.000	-	-	0.0679855902512936	0.011	0.011	0.000	0.000
CDH2	0.002	0.002	0.000	0.000	-	-	0.0674159877809493	0.055	0.051	0.000	0.004
KIF1B	0.002	0.002	0.000	0.000	-	-	0.0654317664128215	0.031	0.031	0.000	0.000
SELPLG	0.002	0.002	0.000	0.000	-	-	0.0642493414499201	0.004	0.004	0.000	0.000
SEMA6A	0.004	0.004	0.000	0.000	-	-	0.0632379657452378	0.042	0.042	0.000	0.000
IRAK1	0.004	0.000	0.000	0.004	-	-	0.0611582740819216	0.013	0.007	0.000	0.007
ADAMTS8	0.007	0.007	0.000	0.000	-	-	0.0606580529397714	0.027	0.027	0.000	0.000
PPP1R12A	0.002	0.002	0.000	0.000	-	-	0.0604337284237186	0.013	0.013	0.000	0.000
APBA1	0.004	0.004	0.000	0.000	-	-	0.0598704292235406	0.022	0.022	0.000	0.000
GTF3C4	0.004	0.004	0.000	0.000	-	-	0.0596524592338963	0.009	0.009	0.000	0.000
ITGB6	0.002	0.002	0.000	0.000	-	-	0.0595874744363458	0.024	0.022	0.000	0.002
CDH22	0.002	0.002	0.000	0.000	-	-	0.0593260313847038	0.042	0.040	0.000	0.002
ASAP1	0.002	0.002	0.000	0.000	-	-	0.058389580420879	0.066	0.044	0.000	0.022
CCNT1	0.004	0.004	0.000	0.000	-	-	0.0577842495476575	0.015	0.015	0.000	0.000
PCDHB3	0.002	0.002	0.000	0.000	-	-	0.0571726324123208	0.062	0.062	0.000	0.000
PCSK5	0.002	0.002	0.000	0.000	-	-	0.0570904305968903	0.053	0.053	0.000	0.000
EBF2	0.015	0.009	0.007	0.000	-	-	0.0570469436709776	0.029	0.018	0.011	0.000
CNTNAP1	0.011	0.011	0.000	0.000	-	-	0.0564898311286657	0.024	0.024	0.000	0.002
DSC1	0.011	0.011	0.000	0.000	-	-	0.0563995675869108	0.033	0.027	0.000	0.007
C8B	0.007	0.007	0.000	0.000	-	-	0.0547926698968214	0.051	0.046	0.002	0.002
ADAMTS6	0.011	0.011	0.000	0.000	-	-	0.0540224329226929	0.033	0.031	0.002	0.000
DLAT	0.002	0.002	0.000	0.000	-	-	0.0536718511688821	0.007	0.007	0.000	0.000
KLB	0.004	0.004	0.000	0.000	-	-	0.05334143764541	0.033	0.033	0.000	0.000
RRM2	0.007	0.007	0.000	0.000	-	-	0.0531887440138964	0.011	0.011	0.000	0.000
FHL5	0.007	0.007	0.000	0.000	-	-	0.0531645559427417	0.031	0.031	0.000	0.000
TGS1	0.002	0.002	0.000	0.000	-	-	0.0527977991816281	0.031	0.018	0.000	0.013
ULK1	0.002	0.002	0.000	0.000	-	-	0.0526361205421033	0.015	0.015	0.000	0.000
KCNQ5	0.007	0.004	0.000	0.002	-	-	0.0518691112191323	0.024	0.022	0.000	0.002
PKP1	0.002	0.002	0.000	0.000	-	-	0.0507082668805538	0.027	0.020	0.000	0.007
PARK2	0.002	0.002	0.000	0.000	-	-	0.050674664577558	0.022	0.020	0.002	0.000
CREM	0.002	0.002	0.000	0.000	-	-	0.0501450987114316	0.007	0.007	0.000	0.000
FOXM1	0.009	0.004	0.000	0.004	-	-	0.0492703727932772	0.018	0.013	0.000	0.004
ROBO3	0.004	0.004	0.000	0.000	-	-	0.0484525474628109	0.033	0.033	0.000	0.000
SEMA6C	0.004	0.000	0.000	0.004	-	-	0.0483877916901678	0.027	0.011	0.000	0.015
PAX9	0.004	0.002	0.000	0.004	-	-	0.0482795745066033	0.066	0.002	0.002	0.064
OLR1	0.011	0.004	0.004	0.002	-	-	0.0474847627417233	0.024	0.015	0.004	0.004
CHRM1	0.002	0.002	0.000	0.000	-	-	0.0472972386022861	0.007	0.007	0.000	0.000
SEMA6B	0.004	0.004	0.000	0.000	-	-	0.0472124138302106	0.027	0.024	0.002	0.000
ITPR3	0.004	0.004	0.000	0.000	-	-	0.0471957337796905	0.033	0.033	0.000	0.000
CACNA1H	0.004	0.004	0.000	0.000	-	-	0.0471595906827751	0.033	0.033	0.000	0.000
SRCAP	0.013	0.013	0.000	0.000	-	-	0.0469415892056225	0.084	0.084	0.000	0.004
PLXND1	0.009	0.009	0.000	0.000	-	-	0.0456623272405947	0.024	0.024	0.000	0.000
GIT2	0.002	0.002	0.000	0.000	-	-	0.0455051702814215	0.009	0.009	0.000	0.000
ADAMTS2	0.015	0.015	0.000	0.000	-	-	0.0454699176726674	0.075	0.075	0.000	0.000
SLC9A3R1	0.002	0.002	0.000	0.000	-	-	0.04498634845409	0.004	0.002	0.000	0.002
PLOD2	0.002	0.002	0.000	0.000	-	-	0.0447418168336405	0.020	0.020	0.000	0.000
EFTUD2	0.004	0.004	0.000	0.000	-	-	0.0446742779962078	0.015	0.013	0.000	0.002
CRY1	0.002	0.002	0.000	0.000	-	-	0.0439259034821361	0.015	0.015	0.000	0.000
CFP	0.004	0.004	0.000	0.000	-	-	0.0438493117486153	0.015	0.009	0.000	0.007
GZMH	0.002	0.002	0.000	0.000	-	-	0.043823248850415	0.018	0.015	0.000	0.002
CACNA2D1	0.009	0.009	0.000	0.000	-	-	0.0429417827786523	0.080	0.080	0.000	0.000
NPPC	0.002	0.002	0.000	0.000	-	-	0.0421003118404004	0.004	0.004	0.000	0.000
AHR	0.011	0.007	0.000	0.004	-	-	0.0418483222565613	0.035	0.022	0.000	0.013
MCM6	0.002	0.002	0.000	0.000	-	-	0.0417808498228659	0.031	0.031	0.000	0.000
TLR9	0.002	0.002	0.000	0.000	-	-	0.0417146118905396	0.020	0.020	0.000	0.000
TAF4	0.007	0.007	0.000	0.000	-	-	0.0406713619817677	0.022	0.022	0.000	0.000
ARHGAP26	0.002	0.002	0.000	0.000	-	-	0.0397923618057617	0.004	0.004	0.000	0.000
EGLN3	0.007	0.004	0.000	0.002	-	-	0.0381974558379707	0.044	0.007	0.000	0.038
CACNG6	0.004	0.004	0.000	0.000	-	-	0.0374565444372803	0.018	0.018	0.000	0.000
HOXA7	0.002	0.000	0.000	0.002	-	-	0.037321568321173	0.018	0.009	0.000	0.009
NGFR	0.002	0.002	0.000	0.000	-	-	0.037041796056517	0.011	0.011	0.000	0.000
MYBPC1	0.004	0.004	0.000	0.000	-	-	0.0360383705819784	0.042	0.042	0.000	0.000
MAST1	0.002	0.002	0.000	0.000	-	-	0.035479744600235	0.020	0.020	0.000	0.000
DTX3	0.011	0.004	0.000	0.007	-	-	0.0353868208194438	0.024	0.009	0.000	0.015
APOA5	0.007	0.007	0.000	0.000	-	-	0.0353381831576801	0.018	0.018	0.000	0.000
PCDH15	0.004	0.004	0.000	0.000	-	-	0.0351673209753508	0.197	0.195	0.000	0.002
ADAM12	0.004	0.004	0.000	0.000	-	-	0.0347982323759628	0.031	0.031	0.000	0.000
RAPGEF4	0.002	0.002	0.000	0.000	-	-	0.03451278136265	0.018	0.018	0.000	0.000
FES	0.002	0.002	0.000	0.000	-	PC	0.0341827545483002	0.004	0.002	0.000	0.002
RECQL4	0.004	0.004	0.000	0.000	CC	-	0.0333747893329708	0.013	0.013	0.000	0.000
SIGLEC1	0.002	0.002	0.000	0.000	-	-	0.0329107185710268	0.040	0.040	0.000	0.000
KIR3DL2	0.002	0.002	0.000	0.000	-	-	0.0327108627864739	0.064	0.062	0.002	0.000
ZNF143	0.002	0.002	0.000	0.000	-	-	0.0323072169411799	0.011	0.007	0.004	0.000
P4HB	0.009	0.009	0.000	0.000	-	-	0.0317692913331393	0.009	0.009	0.000	0.000
MYBL2	0.002	0.002	0.000	0.000	-	-	0.0316611839828531	0.022	0.022	0.000	0.000
GUCY2F	0.009	0.009	0.000	0.000	-	-	0.0316126744808284	0.049	0.046	0.000	0.002
EPHA7	0.009	0.009	0.000	0.000	-	-	0.0315365336599366	0.053	0.053	0.000	0.000
SEMA4D	0.002	0.002	0.000	0.000	-	-	0.0314681651095996	0.013	0.013	0.000	0.000
PCSK1	0.004	0.004	0.000	0.000	-	-	0.0313342622908355	0.020	0.020	0.000	0.000
